"household_income","deposit","mortgage","interestRate","monthlyCost"
"40444","213374","394968","5.69","858"
"39698","668700","846944","5.69","842"
"13749","135165","196898","5.69","292"
"23625","939706","1045782","5.69","501"
"42698","741865","933579","5.69","905"
"33243","654667","803928","5.69","705"
"43158","832756","1026535","5.69","915"
"16130","954451","1026875","5.69","342"
"21096","904418","999139","5.69","447"
"41828","535228","723036","5.69","887"
"48559","117759","545075","5.69","1030"
"19079","592236","677901","5.69","405"
"36313","950758","1113803","5.69","770"
"27829","388836","513788","5.69","590"
"25659","588494","703703","5.69","544"
"19753","989039","1077730","5.69","419"
"21750","392358","490016","5.69","461"
"20746","712330","805480","5.69","440"
"49450","430219","652250","5.69","1049"
"26161","344869","462332","5.69","555"
"49679","122602","557647","5.69","1054"
"45370","149524","353235","5.69","962"
"29180","857799","988817","5.69","619"
"11419","931371","null","5.69","8"
"34247","596115","749884","5.69","726"
"14409","542686","607382","5.69","306"
"42421","962084","1152554","5.69","900"
"49959","347912","572228","5.69","1059"
"32313","241490","386575","5.69","685"
"45833","702283","908073","5.69","972"
"43927","406896","604128","5.69","932"
"38577","996534","1169745","5.69","818"
"19131","952941","1038839","5.69","406"
"36062","232032","393950","5.69","765"
"36842","194870","360291","5.69","781"
"41986","801645","990162","5.69","890"
"37829","579115","748967","5.69","802"
"23237","456620","560954","5.69","493"
"49732","904898","1128195","5.69","1055"
"19339","569773","656605","5.69","410"
"37498","677347","845713","5.69","795"
"20231","637092","727929","5.69","429"
"41677","348768","535898","5.69","884"
"45845","429596","635440","5.69","972"
"39296","511371","687810","5.69","833"
"19138","186167","272097","5.69","406"
"25267","143048","256497","5.69","536"
"45852","878458","1084333","5.69","972"
"33059","592178","740613","5.69","701"
"17703","519363","598849","5.69","375"
"16291","891298","964445","5.69","345"
"42144","309116","498343","5.69","894"
"33630","287328","438327","5.69","713"
"39745","696267","874722","5.69","843"
"14726","804277","870397","5.69","312"
"26212","339334","457026","5.69","556"
"43268","576674","770947","5.69","918"
"18079","204838","286013","5.69","383"
"49889","652140","876142","5.69","1058"
"19846","315004","404113","5.69","421"
"41765","953599","1141124","5.69","886"
"26381","647533","765984","5.69","559"
"46017","963539","1170155","5.69","976"
"44967","279067","480969","5.69","954"
"32238","646691","791440","5.69","684"
"24677","290810","401610","5.69","523"
"39935","938818","1118126","5.69","847"
"29256","128513","259872","5.69","620"
"12978","454092","512363","5.69","275"
"35191","889101","1047109","5.69","746"
"48178","451997","668316","5.69","1022"
"41959","251387","439783","5.69","890"
"16226","757198","830053","5.69","344"
"32188","284015","428539","5.69","683"
"47445","117477","532570","5.69","1006"
"27037","585669","707065","5.69","573"
"41355","732953","918637","5.69","877"
"32238","328782","473531","5.69","684"
"23143","209827","313739","5.69","491"
"19535","648476","736188","5.69","414"
"23640","351950","458094","5.69","501"
"25557","266942","381693","5.69","542"
"13389","130256","190373","5.69","284"
"29902","635492","769752","5.69","634"
"22556","758810","860086","5.69","478"
"36920","281246","447017","5.69","783"
"15610","828561","898650","5.69","331"
"45329","474382","677909","5.69","961"
"18879","255812","340579","5.69","400"
"22446","434999","535782","5.69","476"
"34195","240094","393630","5.69","725"
"12350","782451","837903","5.69","262"
"37936","104327","274660","5.69","804"
"13388","179667","239779","5.69","284"
"33292","987329","1136810","5.69","706"
"36142","579335","741613","5.69","766"
"11156","529206","null","5.69","8"
"17759","281519","361257","5.69","377"
"36638","905817","1070322","5.69","777"
"31213","835008","975154","5.69","662"
"12568","404640","461070","5.69","267"
"21938","167178","265680","5.69","465"
"12383","662695","718295","5.69","263"
"17500","329233","407808","5.69","371"
"18229","130234","212082","5.69","387"
"16278","719924","793012","5.69","345"
"27826","583714","708653","5.69","590"
"33494","404751","555139","5.69","710"
"32795","135254","282504","5.69","695"
"22763","251682","353888","5.69","483"
"45502","461656","665960","5.69","965"
"21698","988117","1085541","5.69","460"
"30524","104881","241934","5.69","647"
"18050","866637","947682","5.69","383"
"49110","106418","551260","5.69","1041"
"12444","314646","370520","5.69","264"
"46906","468049","678657","5.69","995"
"16638","879179","953884","5.69","353"
"15027","995044","1062515","5.69","319"
"40797","920138","1103317","5.69","865"
"23180","645922","750000","5.69","492"
"31126","804980","944736","5.69","660"
"49514","517031","739349","5.69","1050"
"42880","499713","692244","5.69","909"
"15932","280206","351741","5.69","338"
"47514","642870","856208","5.69","1008"
"19455","445353","532706","5.69","413"
"31422","289519","430604","5.69","666"
"23242","120917","225274","5.69","493"
"21999","320260","419036","5.69","467"
"40664","106356","288937","5.69","862"
"21259","749156","844609","5.69","451"
"39006","705604","880741","5.69","827"
"48701","595025","813692","5.69","1033"
"46114","150383","357435","5.69","978"
"25247","571476","684835","5.69","535"
"20468","876716","968617","5.69","434"
"11172","166046","null","5.69","8"
"10704","477495","null","5.69","8"
"45707","781921","987145","5.69","969"
"22825","435646","538130","5.69","484"
"22204","604229","703925","5.69","471"
"39069","507669","683089","5.69","829"
"24127","710299","818629","5.69","512"
"26444","792978","911712","5.69","561"
"33784","840242","991932","5.69","716"
"25115","621592","734358","5.69","533"
"23928","595883","703320","5.69","507"
"24124","271163","379480","5.69","512"
"37877","114819","284887","5.69","803"
"48849","729503","948835","5.69","1036"
"41600","464490","651274","5.69","882"
"49217","814176","1035160","5.69","1044"
"33424","122163","272237","5.69","709"
"44634","846651","1047058","5.69","947"
"35076","129763","287254","5.69","744"
"30083","617977","753050","5.69","638"
"39667","363416","541521","5.69","841"
"33566","211451","362162","5.69","712"
"22223","842065","941846","5.69","471"
"24276","259743","368742","5.69","515"
"24913","666221","778080","5.69","528"
"39933","264375","443674","5.69","847"
"21404","185854","281958","5.69","454"
"19111","926178","1011986","5.69","405"
"48066","568728","784544","5.69","1019"
"39194","871644","1047625","5.69","831"
"34347","189253","343471","5.69","728"
"40544","798515","980558","5.69","860"
"45194","522423","725344","5.69","958"
"17727","949175","1028769","5.69","376"
"29200","688734","819842","5.69","619"
"49758","768675","992088","5.69","1055"
"44230","886832","1085425","5.69","938"
"16279","966387","1039480","5.69","345"
"48488","898724","1116435","5.69","1028"
"37797","932542","1102251","5.69","802"
"12443","153723","209592","5.69","264"
"10940","884906","null","5.69","8"
"11325","876362","null","5.69","8"
"11652","351463","null","5.69","8"
"45457","643165","847267","5.69","964"
"46184","665034","872400","5.69","979"
"48215","506903","723388","5.69","1022"
"30817","499483","637851","5.69","654"
"23995","942987","1050725","5.69","509"
"48604","773514","991746","5.69","1031"
"44911","767313","968963","5.69","952"
"45827","465008","670771","5.69","972"
"47480","620375","833560","5.69","1007"
"15434","783693","852992","5.69","327"
"36916","975725","1141478","5.69","783"
"38888","950388","1124995","5.69","825"
"35620","670876","830810","5.69","755"
"13473","141407","201901","5.69","286"
"43929","553218","750459","5.69","932"
"31756","524265","666849","5.69","673"
"15761","451599","522366","5.69","334"
"17620","827378","906492","5.69","374"
"43647","577390","773365","5.69","926"
"44316","853146","1052125","5.69","940"
"40303","769478","950438","5.69","855"
"30602","784446","921849","5.69","649"
"35973","552010","713529","5.69","763"
"25018","298832","411163","5.69","531"
"18712","581441","665458","5.69","397"
"17450","770503","848854","5.69","370"
"34876","229137","385730","5.69","740"
"33734","599537","751003","5.69","715"
"14345","201104","265513","5.69","304"
"33126","418474","567210","5.69","702"
"15833","399947","471037","5.69","336"
"11146","940333","null","5.69","8"
"22967","474004","577126","5.69","487"
"20917","887302","981219","5.69","444"
"41483","110680","296939","5.69","880"
"45242","374548","577685","5.69","959"
"39341","943687","1120328","5.69","834"
"44282","135632","334458","5.69","939"
"17847","951526","1031659","5.69","378"
"16977","648230","724457","5.69","360"
"21319","298693","394415","5.69","452"
"37728","727986","897385","5.69","800"
"39269","611447","787765","5.69","833"
"15633","224044","294236","5.69","332"
"38542","488836","661890","5.69","817"
"38786","178412","352561","5.69","823"
"34501","234848","389757","5.69","732"
"30223","359101","494802","5.69","641"
"45334","922831","1126381","5.69","961"
"21231","779487","874814","5.69","450"
"17969","154138","234819","5.69","381"
"24445","780923","890681","5.69","518"
"48314","118456","542325","5.69","1025"
"16658","899748","974542","5.69","353"
"49835","439717","663476","5.69","1057"
"25149","922959","1035878","5.69","533"
"32817","672891","820239","5.69","696"
"13387","542991","603099","5.69","284"
"45639","744056","948975","5.69","968"
"37200","414462","581490","5.69","789"
"33562","296147","446840","5.69","712"
"18248","267034","348968","5.69","387"
"25117","273343","386118","5.69","533"
"10543","670189","null","5.69","8"
"48118","889559","1105609","5.69","1020"
"33361","776162","925953","5.69","707"
"12374","553944","609503","5.69","262"
"33432","709961","860071","5.69","709"
"42088","103380","472438","5.69","893"
"44834","355825","557130","5.69","951"
"26106","853857","971073","5.69","554"
"43951","988136","1185476","5.69","932"
"16750","203931","279139","5.69","355"
"23747","483151","589775","5.69","504"
"30811","663163","801504","5.69","653"
"29217","510488","641672","5.69","620"
"42684","939985","1131636","5.69","905"
"34088","725238","878293","5.69","723"
"28378","528857","656274","5.69","602"
"45074","743304","945686","5.69","956"
"21243","728804","824185","5.69","450"
"47753","231018","445429","5.69","1013"
"17391","392379","470465","5.69","369"
"44813","444543","645753","5.69","950"
"24091","514799","622968","5.69","511"
"36964","137318","303286","5.69","784"
"49068","136006","356321","5.69","1041"
"30521","553216","690255","5.69","647"
"36305","524491","687500","5.69","770"
"40112","671054","851157","5.69","851"
"46935","364937","575675","5.69","995"
"30768","841607","979755","5.69","652"
"31949","739657","883108","5.69","678"
"13986","644774","707571","5.69","297"
"27675","816742","941003","5.69","587"
"16917","657501","733458","5.69","359"
"48186","687241","903596","5.69","1022"
"23684","662356","768697","5.69","502"
"37767","878352","1047926","5.69","801"
"30320","896139","1032276","5.69","643"
"24272","759118","868099","5.69","515"
"42868","489616","682093","5.69","909"
"45976","400080","606512","5.69","975"
"19188","979735","1065889","5.69","407"
"38978","265698","440709","5.69","827"
"15357","754822","823775","5.69","326"
"25006","524758","637035","5.69","530"
"37075","320662","487129","5.69","786"
"35622","900246","1060189","5.69","755"
"23495","403980","509473","5.69","498"
"20871","529554","623265","5.69","443"
"45707","389826","595050","5.69","969"
"16928","826781","902788","5.69","359"
"21396","442927","538995","5.69","454"
"28356","700185","827503","5.69","601"
"31468","430605","571896","5.69","667"
"38887","125926","300529","5.69","825"
"39073","802112","977550","5.69","829"
"36091","756412","918461","5.69","765"
"46304","907382","1115287","5.69","982"
"16961","296252","372407","5.69","360"
"23740","591776","698369","5.69","503"
"29647","878149","1011264","5.69","629"
"46028","386332","592998","5.69","976"
"42942","165345","358155","5.69","911"
"18433","538129","620893","5.69","391"
"31936","859964","1003357","5.69","677"
"13666","783842","845202","5.69","290"
"42607","749721","941026","5.69","904"
"26313","604640","722785","5.69","558"
"14636","913260","978976","5.69","310"
"40780","344340","527442","5.69","865"
"34930","533624","690460","5.69","741"
"37066","478078","644504","5.69","786"
"16702","258174","333166","5.69","354"
"22912","159886","262761","5.69","486"
"30942","859140","998070","5.69","656"
"33702","482713","634035","5.69","715"
"18764","854929","939179","5.69","398"
"27407","973372","1096429","5.69","581"
"43617","956470","1152310","5.69","925"
"31872","937994","1081099","5.69","676"
"30944","289623","428562","5.69","656"
"15084","987613","1055340","5.69","320"
"32609","832667","979081","5.69","692"
"20597","828830","921311","5.69","437"
"35210","842125","1000218","5.69","747"
"27793","695809","820600","5.69","589"
"24454","315683","425481","5.69","519"
"28013","474453","600231","5.69","594"
"37501","566296","734675","5.69","795"
"13878","964212","1026524","5.69","294"
"19133","329223","415130","5.69","406"
"24786","141340","252629","5.69","526"
"10258","681464","null","5.69","8"
"46354","915839","1123968","5.69","983"
"28231","260836","387593","5.69","599"
"22826","491611","594100","5.69","484"
